verbs,questionnarie,q_num,verb_id,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,participant,session,date,expName,frameRate,
断る,感じが悪い-感じが良い,14,5,0,743,743,93,-2,11.423,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,近づきがたい-人懐っこい,4,43,0,744,744,843,0,2.187,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,沈んだ-うきうきした,12,25,0,745,745,491,2,5.151,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,自信がない-自信がある,18,45,0,746,746,897,2,8.771,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,近づきがたい-人懐っこい,4,47,0,747,747,923,0,4.224,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,非社交的だ-社交的だ,7,27,0,748,748,526,0,1.508,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,消極的だ-積極的だ,1,34,0,749,749,660,3,3.023,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,感じが悪い-感じが良い,14,10,0,750,750,193,1,2.905,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,無分別だ-分別がある,15,55,0,751,751,1094,0,1.658,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,心が狭い-心が広い,6,4,0,752,752,65,2,2.49,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,軽率だ-慎重だ,9,58,0,753,753,1148,0,4.374,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,非社交的だ-社交的だ,7,15,0,754,754,286,1,3.407,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,自信がない-自信がある,18,17,0,755,755,337,2,13.805,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,近づきがたい-人懐っこい,4,27,0,756,756,523,0,2.172,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,感じが悪い-感じが良い,14,38,0,757,757,753,0,2.955,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,軽薄だ-重厚だ,11,37,0,758,758,730,-1,2.22,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,軽薄だ-重厚だ,11,11,0,759,759,210,0,2.913,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,感じが悪い-感じが良い,14,13,0,760,760,253,3,5.921,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,心が狭い-心が広い,6,45,0,761,761,885,3,2.438,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,無分別だ-分別がある,15,3,0,762,762,54,0,3.323,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,無分別だ-分別がある,15,14,0,763,763,274,2,3.548,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,親しみにくい-親しみやすい,16,1,0,764,764,15,1,6.404,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,生意気だ-生意気でない,3,42,0,765,765,822,0,2.062,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,親しみにくい-親しみやすい,16,47,0,766,766,935,0,10.153,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,短気だ-気長だ,19,18,0,767,767,358,0,4.791,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,軽率だ-慎重だ,9,53,0,768,768,1048,1,2.309,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,恥知らずだ-恥ずかしがりだ,10,18,0,769,769,349,-1,2.008,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,心が狭い-心が広い,6,52,0,770,770,1025,2,2.206,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,感じが悪い-感じが良い,14,1,0,771,771,13,1,2.054,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,責任感がない-責任感がある,8,16,0,772,772,307,0,1.573,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,消極的だ-積極的だ,1,29,0,773,773,560,2,2.294,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,心が狭い-心が広い,6,21,0,774,774,405,0,2.303,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,感じが悪い-感じが良い,14,9,0,775,775,173,2,2.454,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,心が狭い-心が広い,6,13,0,776,776,245,3,1.571,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,不親切だ-親切だ,20,31,0,777,777,619,0,1.588,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,軽率だ-慎重だ,9,21,0,778,778,408,0,4.522,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,人がわるい-人が良い,2,46,0,779,779,901,0,1.971,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,恥知らずだ-恥ずかしがりだ,10,16,0,780,780,309,0,1.422,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,無気力だ-意欲的だ,17,11,0,781,781,216,1,3.057,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
合う,親しみにくい-親しみやすい,16,12,0,782,782,235,2,2.185,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,無気力だ-意欲的だ,17,38,0,783,783,756,2,1.823,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,生意気だ-生意気でない,3,56,0,784,784,1102,0,2.107,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,自信がない-自信がある,18,8,0,785,785,157,-1,2.202,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,親しみにくい-親しみやすい,16,48,0,786,786,955,1,2.37,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,短気だ-気長だ,19,16,0,787,787,318,0,2.022,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,無分別だ-分別がある,15,13,0,788,788,254,0,2.625,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,不親切だ-親切だ,20,9,0,789,789,179,3,5.325,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,無分別だ-分別がある,15,17,0,790,790,334,2,5.439,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,軽薄だ-重厚だ,11,2,0,791,791,30,0,4.592,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,生意気だ-生意気でない,3,51,0,792,792,1002,0,14.72,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,心が狭い-心が広い,6,59,0,793,793,1165,0,2.376,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,消極的だ-積極的だ,1,14,0,794,794,260,1,3.291,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,卑屈だ-堂々とした,13,33,0,795,795,652,1,2.676,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行動する,無気力だ-意欲的だ,17,31,0,796,796,616,3,1.778,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
教える,消極的だ-積極的だ,1,17,0,797,797,320,1,1.726,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,不親切だ-親切だ,20,25,0,798,798,499,0,2.307,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,感じが悪い-感じが良い,14,57,0,799,799,1133,0,9.438,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,恥知らずだ-恥ずかしがりだ,10,2,0,800,800,29,0,7.474,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,短気だ-気長だ,19,28,0,801,801,558,0,1.845,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,非社交的だ-社交的だ,7,26,0,802,802,506,1,1.8,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
確認する,感じが悪い-感じが良い,14,59,0,803,803,1173,0,1.838,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
買う,感じが悪い-感じが良い,14,41,0,804,804,813,0,1.394,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,無分別だ-分別がある,15,25,0,805,805,494,0,1.765,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,軽率だ-慎重だ,9,22,0,806,806,428,-1,9.42,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,心が狭い-心が広い,6,44,0,807,807,865,0,4.867,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,非社交的だ-社交的だ,7,29,0,808,808,566,2,3.635,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,短気だ-気長だ,19,14,0,809,809,278,3,1.906,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,無分別だ-分別がある,15,1,0,810,810,14,0,1.642,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,親しみにくい-親しみやすい,16,58,0,811,811,1155,2,4.457,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,卑屈だ-堂々とした,13,14,0,812,812,272,1,9.406,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,卑屈だ-堂々とした,13,43,0,813,813,852,1,3.576,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,恥知らずだ-恥ずかしがりだ,10,8,0,814,814,149,0,2.641,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,軽率だ-慎重だ,9,14,0,815,815,268,0,3.993,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,生意気だ-生意気でない,3,8,0,816,816,142,0,12.327,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
連絡する,短気だ-気長だ,19,1,0,817,817,18,0,4.171,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,沈んだ-うきうきした,12,42,0,818,818,831,2,3.871,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,生意気だ-生意気でない,3,37,0,819,819,722,0,5.325,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,卑屈だ-堂々とした,13,60,0,820,820,1192,2,2.474,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
与える,不親切だ-親切だ,20,58,0,821,821,1159,3,2.007,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,卑屈だ-堂々とした,13,25,0,822,822,492,2,2.225,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
対応する,自信がない-自信がある,18,4,0,823,823,77,2,2.392,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,責任感がない-責任感がある,8,29,0,824,824,567,0,2.338,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,感じが悪い-感じが良い,14,40,0,825,825,793,0,2.303,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,感じが悪い-感じが良い,14,37,0,826,826,733,0,2.532,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,軽率だ-慎重だ,9,42,0,827,827,828,0,5.573,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,消極的だ-積極的だ,1,10,0,828,828,180,1,1.942,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
引き受ける,卑屈だ-堂々とした,13,11,0,829,829,212,1,3.456,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,軽薄だ-重厚だ,11,51,0,830,830,1010,1,2.062,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
相談する,責任感がない-責任感がある,8,10,0,831,831,187,1,3.023,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,無分別だ-分別がある,15,28,0,832,832,554,0,2.011,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,心が狭い-心が広い,6,20,0,833,833,385,1,2.765,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,感じが悪い-感じが良い,14,50,0,834,834,993,-1,2.088,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,感じが悪い-感じが良い,14,19,0,835,835,373,-3,2.165,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,感じが悪い-感じが良い,14,6,0,836,836,113,2,1.965,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,生意気だ-生意気でない,3,60,0,837,837,1182,1,5.359,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,憎らしい-可愛らしい,5,16,0,838,838,304,0,2.82,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,軽率だ-慎重だ,9,19,0,839,839,368,-1,6.109,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,親しみにくい-親しみやすい,16,55,0,840,840,1095,0,2.573,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,不親切だ-親切だ,20,51,0,841,841,1019,0,1.823,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,感じが悪い-感じが良い,14,49,0,842,842,973,0,1.553,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,憎らしい-可愛らしい,5,7,0,843,843,124,0,5.638,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
親しむ,軽薄だ-重厚だ,11,20,0,844,844,390,-1,2.96,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,短気だ-気長だ,19,37,0,845,845,738,0,1.508,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,消極的だ-積極的だ,1,5,0,846,846,80,-1,2.163,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,沈んだ-うきうきした,12,23,0,847,847,451,0,3.122,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
立候補する,憎らしい-可愛らしい,5,54,0,848,848,1064,0,1.538,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,恥知らずだ-恥ずかしがりだ,10,26,0,849,849,509,0,3.06,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
出る,親しみにくい-親しみやすい,16,44,0,850,850,875,1,5.555,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,人がわるい-人が良い,2,32,0,851,851,621,0,2.571,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,恥知らずだ-恥ずかしがりだ,10,48,0,852,852,949,-1,2.65,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
断る,恥知らずだ-恥ずかしがりだ,10,5,0,853,853,89,0,2.577,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,短気だ-気長だ,19,3,0,854,854,58,0,2.588,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,軽率だ-慎重だ,9,50,0,855,855,988,0,1.708,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,不親切だ-親切だ,20,3,0,856,856,59,0,2.576,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,軽薄だ-重厚だ,11,26,0,857,857,510,0,2.106,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
接する,人がわるい-人が良い,2,3,0,858,858,41,1,17.089,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
心配する,消極的だ-積極的だ,1,8,0,859,859,140,-1,17.024,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
助ける,生意気だ-生意気でない,3,24,0,860,860,462,1,3.221,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,心が狭い-心が広い,6,9,0,861,861,165,2,1.959,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
送る,人がわるい-人が良い,2,15,0,862,862,281,1,2.467,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
感じる,不親切だ-親切だ,20,16,0,863,863,319,0,2.27,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,近づきがたい-人懐っこい,4,33,0,864,864,643,3,1.824,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,軽薄だ-重厚だ,11,47,0,865,865,930,2,6.16,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,軽薄だ-重厚だ,11,45,0,866,866,890,-1,2.198,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発言する,軽薄だ-重厚だ,11,29,0,867,867,570,0,17.077,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
許す,人がわるい-人が良い,2,14,0,868,868,261,3,1.773,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,不親切だ-親切だ,20,19,0,869,869,379,-1,3.027,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,感じが悪い-感じが良い,14,25,0,870,870,493,2,2.87,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,憎らしい-可愛らしい,5,21,0,871,871,404,0,1.609,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,軽率だ-慎重だ,9,51,0,872,872,1008,1,2.023,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,消極的だ-積極的だ,1,53,0,873,873,1040,0,2.059,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
休む,親しみにくい-親しみやすい,16,49,0,874,874,975,0,1.654,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話しかける,責任感がない-責任感がある,8,25,0,875,875,487,0,2.636,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,親しみにくい-親しみやすい,16,37,0,876,876,735,0,7.448,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,消極的だ-積極的だ,1,9,0,877,877,160,1,2.707,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,消極的だ-積極的だ,1,23,0,878,878,440,0,4.474,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,軽薄だ-重厚だ,11,32,0,879,879,630,2,12.318,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
進む,消極的だ-積極的だ,1,37,0,880,880,720,1,1.854,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,人がわるい-人が良い,2,36,0,881,881,701,1,2.104,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,消極的だ-積極的だ,1,33,0,882,882,640,3,2.087,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
言う,卑屈だ-堂々とした,13,23,0,883,883,452,0,2.923,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,無分別だ-分別がある,15,56,0,884,884,1114,1,2.391,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,親しみにくい-親しみやすい,16,32,0,885,885,635,0,2.621,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
取り組む,卑屈だ-堂々とした,13,36,0,886,886,712,0,3.687,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,不親切だ-親切だ,20,40,0,887,887,799,0,3.539,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
受け入れる,消極的だ-積極的だ,1,13,0,888,888,240,0,10.855,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
評価する,生意気だ-生意気でない,3,28,0,889,889,542,-1,2.174,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,無分別だ-分別がある,15,45,0,890,890,894,0,2.105,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
楽しむ,心が狭い-心が広い,6,39,0,891,891,765,1,1.99,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,沈んだ-うきうきした,12,7,0,892,892,131,0,1.986,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
考える,心が狭い-心が広い,6,32,0,893,893,625,0,1.588,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
気に入る,短気だ-気長だ,19,2,0,894,894,38,0,3.126,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
歌う,自信がない-自信がある,18,57,0,895,895,1137,2,2.405,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
困る,無気力だ-意欲的だ,17,21,0,896,896,416,0,4.145,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
見下す,消極的だ-積極的だ,1,22,0,897,897,420,2,2.266,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
交流する,軽薄だ-重厚だ,11,33,0,898,898,650,-1,4.198,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,生意気だ-生意気でない,3,47,0,899,899,922,0,2.201,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
卑下する,責任感がない-責任感がある,8,50,0,900,900,987,0,6.862,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
参加する,不親切だ-親切だ,20,48,0,901,901,959,0,1.502,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
怒る,非社交的だ-社交的だ,7,19,0,902,902,366,-2,2.296,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,責任感がない-責任感がある,8,42,0,903,903,827,0,35.346,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
発表する,恥知らずだ-恥ずかしがりだ,10,55,0,904,904,1089,-1,2.525,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
落ち込む,人がわるい-人が良い,2,51,0,905,905,1001,1,3.07,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
目立つ,近づきがたい-人懐っこい,4,46,0,906,906,903,1,13.236,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
貸す,生意気だ-生意気でない,3,9,0,907,907,162,2,7.541,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,不親切だ-親切だ,20,27,0,908,908,539,0,1.589,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
活動する,人がわるい-人が良い,2,42,0,909,909,821,0,1.64,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行く,無分別だ-分別がある,15,26,0,910,910,514,0,2.677,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
頼む,軽薄だ-重厚だ,11,7,0,911,911,130,0,12.825,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,消極的だ-積極的だ,1,38,0,912,912,740,1,1.842,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,短気だ-気長だ,19,56,0,913,913,1118,0,2.59,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
仕事する,沈んだ-うきうきした,12,40,0,914,914,791,0,2.921,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,卑屈だ-堂々とした,13,53,0,915,915,1052,0,2.689,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
飲む,生意気だ-生意気でない,3,30,0,916,916,582,0,5.66,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
計画する,人がわるい-人が良い,2,47,0,917,917,921,0,3.139,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
行う,生意気だ-生意気でない,3,34,0,918,918,662,0,8.29,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
任す,自信がない-自信がある,18,60,0,919,919,1197,1,3.919,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近寄る,消極的だ-積極的だ,1,45,0,920,920,880,3,2.396,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
務める,短気だ-気長だ,19,53,0,921,921,1058,0,1.442,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
決める,無分別だ-分別がある,15,43,0,922,922,854,0,2.708,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
聞く,恥知らずだ-恥ずかしがりだ,10,6,0,923,923,109,-1,21.81,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
話す,沈んだ-うきうきした,12,18,0,924,924,351,0,6.744,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
沈む,感じが悪い-感じが良い,14,56,0,925,925,1113,0,3.153,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
持つ,軽率だ-慎重だ,9,27,0,926,926,528,0,1.423,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
近づく,非社交的だ-社交的だ,7,52,0,927,927,1026,3,3.376,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
旅行する,自信がない-自信がある,18,38,0,928,928,757,0,3.137,OkamotoMasahiro,001,2018_Dec_05_1118,verb_impression,59.815231418320586,
